386,23,10,8,12-FEB-19,12-FEB-19,12-FEB-19
387,23,11,8,10-FEB-19,10-FEB-19,10-FEB-19
388,23,12,5,22-FEB-19,22-FEB-19,22-FEB-19
389,23,13,4,10-JUL-19,10-JUL-19,10-JUL-19
390,23,14,7,09-JUL-19,09-JUL-19,09-JUL-19
391,23,15,9,06-JUL-19,06-JUL-19,06-JUL-19
392,23,16,7,02-JUL-19,02-JUL-19,02-JUL-19
393,24,1,5,13-FEB-18,13-FEB-18,13-FEB-18
394,24,2,4,16-FEB-18,16-FEB-18,16-FEB-18
395,24,3,10,16-FEB-18,16-FEB-18,16-FEB-18
396,24,4,7,16-FEB-18,16-FEB-18,16-FEB-18
397,24,5,9,07-JUL-18,07-JUL-18,07-JUL-18
398,24,6,8,01-JUL-18,01-JUL-18,01-JUL-18
399,24,7,7,05-JUL-18,05-JUL-18,05-JUL-18
400,24,8,5,12-JUL-18,12-JUL-18,12-JUL-18
401,24,9,6,23-FEB-19,23-FEB-19,23-FEB-19
402,24,10,8,22-FEB-19,22-FEB-19,22-FEB-19
403,24,11,10,11-FEB-19,11-FEB-19,11-FEB-19
404,24,12,10,19-FEB-19,19-FEB-19,19-FEB-19
405,24,13,9,11-JUL-19,11-JUL-19,11-JUL-19
406,24,14,7,10-JUL-19,10-JUL-19,10-JUL-19
407,24,15,10,07-JUL-19,07-JUL-19,07-JUL-19
408,24,16,4,12-JUL-19,12-JUL-19,12-JUL-19
409,25,1,6,12-FEB-18,12-FEB-18,12-FEB-18
410,25,2,8,14-FEB-18,14-FEB-18,14-FEB-18
411,25,3,6,21-FEB-18,21-FEB-18,21-FEB-18
412,25,4,9,21-FEB-18,21-FEB-18,21-FEB-18
413,25,5,6,04-JUL-18,04-JUL-18,04-JUL-18
414,25,6,6,05-JUL-18,05-JUL-18,05-JUL-18
415,25,7,9,02-JUL-18,02-JUL-18,02-JUL-18
416,25,8,8,06-JUL-18,06-JUL-18,06-JUL-18
417,25,9,7,15-FEB-19,15-FEB-19,15-FEB-19
418,25,10,8,13-FEB-19,13-FEB-19,13-FEB-19
419,25,11,9,21-FEB-19,21-FEB-19,21-FEB-19
420,25,12,4,17-FEB-19,17-FEB-19,17-FEB-19
421,25,13,5,13-JUL-19,13-JUL-19,13-JUL-19
422,25,14,10,07-JUL-19,07-JUL-19,07-JUL-19
423,25,15,6,12-JUL-19,12-JUL-19,12-JUL-19
424,25,16,9,08-JUL-19,08-JUL-19,08-JUL-19
425,26,1,6,11-FEB-19,11-FEB-19,11-FEB-19
426,26,2,5,13-FEB-19,13-FEB-19,13-FEB-19
427,26,3,9,22-FEB-19,22-FEB-19,22-FEB-19
428,26,4,5,22-FEB-19,22-FEB-19,22-FEB-19
429,26,5,5,08-JUL-19,08-JUL-19,08-JUL-19
430,26,6,6,01-JUL-19,01-JUL-19,01-JUL-19
431,26,7,4,11-JUL-19,11-JUL-19,11-JUL-19
432,26,8,5,09-JUL-19,09-JUL-19,09-JUL-19
433,27,1,4,14-FEB-19,14-FEB-19,14-FEB-19
434,27,2,6,10-FEB-19,10-FEB-19,10-FEB-19
435,27,3,6,20-FEB-19,20-FEB-19,20-FEB-19
436,27,4,5,12-FEB-19,12-FEB-19,12-FEB-19
437,27,5,9,07-JUL-19,07-JUL-19,07-JUL-19
438,27,6,9,07-JUL-19,07-JUL-19,07-JUL-19
439,27,7,7,09-JUL-19,09-JUL-19,09-JUL-19
440,27,8,7,06-JUL-19,06-JUL-19,06-JUL-19
441,28,1,8,19-FEB-18,19-FEB-18,19-FEB-18
442,28,2,4,18-FEB-18,18-FEB-18,18-FEB-18
443,28,3,6,17-FEB-18,17-FEB-18,17-FEB-18
444,28,4,10,23-FEB-18,23-FEB-18,23-FEB-18
445,28,5,6,11-JUL-18,11-JUL-18,11-JUL-18
446,28,6,8,12-JUL-18,12-JUL-18,12-JUL-18
447,28,7,5,12-JUL-18,12-JUL-18,12-JUL-18
448,28,8,5,04-JUL-18,04-JUL-18,04-JUL-18
449,28,9,7,13-FEB-19,13-FEB-19,13-FEB-19
450,28,10,8,13-FEB-19,13-FEB-19,13-FEB-19
451,28,11,9,19-FEB-19,19-FEB-19,19-FEB-19
452,28,12,8,23-FEB-19,23-FEB-19,23-FEB-19
453,28,13,9,03-JUL-19,03-JUL-19,03-JUL-19
454,28,14,8,13-JUL-19,13-JUL-19,13-JUL-19
455,28,15,6,02-JUL-19,02-JUL-19,02-JUL-19
456,28,16,6,10-JUL-19,10-JUL-19,10-JUL-19
457,29,1,8,22-FEB-19,22-FEB-19,22-FEB-19
458,29,2,6,16-FEB-19,16-FEB-19,16-FEB-19
459,29,3,8,16-FEB-19,16-FEB-19,16-FEB-19
460,29,4,4,12-FEB-19,12-FEB-19,12-FEB-19
461,29,5,10,04-JUL-19,04-JUL-19,04-JUL-19
462,29,6,8,12-JUL-19,12-JUL-19,12-JUL-19
463,29,7,7,07-JUL-19,07-JUL-19,07-JUL-19
464,29,8,9,06-JUL-19,06-JUL-19,06-JUL-19
465,30,1,9,15-FEB-19,15-FEB-19,15-FEB-19
466,30,2,6,15-FEB-19,15-FEB-19,15-FEB-19
467,30,3,6,13-FEB-19,13-FEB-19,13-FEB-19
468,30,4,10,12-FEB-19,12-FEB-19,12-FEB-19
469,30,5,7,06-JUL-19,06-JUL-19,06-JUL-19
470,30,6,9,10-JUL-19,10-JUL-19,10-JUL-19
471,30,7,9,10-JUL-19,10-JUL-19,10-JUL-19
472,30,8,9,04-JUL-19,04-JUL-19,04-JUL-19
473,31,1,6,23-FEB-18,23-FEB-18,23-FEB-18
474,31,2,6,23-FEB-18,23-FEB-18,23-FEB-18
475,31,3,7,20-FEB-18,20-FEB-18,20-FEB-18
476,31,4,7,15-FEB-18,15-FEB-18,15-FEB-18
477,31,5,5,06-JUL-18,06-JUL-18,06-JUL-18
478,31,6,5,04-JUL-18,04-JUL-18,04-JUL-18
479,31,7,6,04-JUL-18,04-JUL-18,04-JUL-18
480,31,8,8,07-JUL-18,07-JUL-18,07-JUL-18
481,31,9,6,18-FEB-19,18-FEB-19,18-FEB-19
482,31,10,6,10-FEB-19,10-FEB-19,10-FEB-19
483,31,11,10,21-FEB-19,21-FEB-19,21-FEB-19
484,31,12,6,13-FEB-19,13-FEB-19,13-FEB-19
485,31,13,5,02-JUL-19,02-JUL-19,02-JUL-19
486,31,14,5,01-JUL-19,01-JUL-19,01-JUL-19
487,31,15,7,04-JUL-19,04-JUL-19,04-JUL-19
488,31,16,6,11-JUL-19,11-JUL-19,11-JUL-19
489,32,1,10,13-FEB-18,13-FEB-18,13-FEB-18
490,32,2,6,23-FEB-18,23-FEB-18,23-FEB-18
491,32,3,9,23-FEB-18,23-FEB-18,23-FEB-18
492,32,4,10,15-FEB-18,15-FEB-18,15-FEB-18
493,32,5,9,13-JUL-18,13-JUL-18,13-JUL-18
494,32,6,7,08-JUL-18,08-JUL-18,08-JUL-18
495,32,7,8,10-JUL-18,10-JUL-18,10-JUL-18
496,32,8,4,07-JUL-18,07-JUL-18,07-JUL-18
497,32,9,9,22-FEB-19,22-FEB-19,22-FEB-19
498,32,10,7,11-FEB-19,11-FEB-19,11-FEB-19
499,32,11,7,19-FEB-19,19-FEB-19,19-FEB-19
500,32,12,5,10-FEB-19,10-FEB-19,10-FEB-19
501,32,13,4,06-JUL-19,06-JUL-19,06-JUL-19
502,32,14,4,06-JUL-19,06-JUL-19,06-JUL-19
503,32,15,5,13-JUL-19,13-JUL-19,13-JUL-19
504,32,16,9,11-JUL-19,11-JUL-19,11-JUL-19
505,33,1,5,10-FEB-17,10-FEB-17,10-FEB-17
506,33,2,5,17-FEB-17,17-FEB-17,17-FEB-17
507,33,3,9,12-FEB-17,12-FEB-17,12-FEB-17
508,33,4,7,16-FEB-17,16-FEB-17,16-FEB-17
509,33,5,7,01-JUL-17,01-JUL-17,01-JUL-17
510,33,6,7,13-JUL-17,13-JUL-17,13-JUL-17
511,33,7,9,08-JUL-17,08-JUL-17,08-JUL-17
512,33,8,4,04-JUL-17,04-JUL-17,04-JUL-17
513,33,9,5,23-FEB-18,23-FEB-18,23-FEB-18
514,33,10,9,19-FEB-18,19-FEB-18,19-FEB-18
515,33,11,9,10-FEB-18,10-FEB-18,10-FEB-18
516,33,12,8,16-FEB-18,16-FEB-18,16-FEB-18
517,33,13,6,12-JUL-18,12-JUL-18,12-JUL-18
518,33,14,9,05-JUL-18,05-JUL-18,05-JUL-18
519,33,15,5,30-JUN-18,30-JUN-18,30-JUN-18
692,44,12,4,13-FEB-19,13-FEB-19,13-FEB-19
693,44,13,7,04-JUL-19,04-JUL-19,04-JUL-19
694,44,14,4,02-JUL-19,02-JUL-19,02-JUL-19
695,44,15,8,05-JUL-19,05-JUL-19,05-JUL-19
696,44,16,8,30-JUN-19,30-JUN-19,30-JUN-19
697,45,1,8,21-FEB-18,21-FEB-18,21-FEB-18
698,45,2,5,17-FEB-18,17-FEB-18,17-FEB-18
699,45,3,9,22-FEB-18,22-FEB-18,22-FEB-18
700,45,4,10,11-FEB-18,11-FEB-18,11-FEB-18
701,45,5,10,01-JUL-18,01-JUL-18,01-JUL-18
702,45,6,6,13-JUL-18,13-JUL-18,13-JUL-18
703,45,7,4,01-JUL-18,01-JUL-18,01-JUL-18
704,45,8,4,10-JUL-18,10-JUL-18,10-JUL-18
705,45,9,6,18-FEB-19,18-FEB-19,18-FEB-19
706,45,10,6,15-FEB-19,15-FEB-19,15-FEB-19
707,45,11,9,14-FEB-19,14-FEB-19,14-FEB-19
708,45,12,7,17-FEB-19,17-FEB-19,17-FEB-19
709,45,13,7,10-JUL-19,10-JUL-19,10-JUL-19
710,45,14,9,12-JUL-19,12-JUL-19,12-JUL-19
711,45,15,5,01-JUL-19,01-JUL-19,01-JUL-19
712,45,16,9,30-JUN-19,30-JUN-19,30-JUN-19
713,46,1,9,11-FEB-17,11-FEB-17,11-FEB-17
714,46,2,6,19-FEB-17,19-FEB-17,19-FEB-17
715,46,3,7,19-FEB-17,19-FEB-17,19-FEB-17
716,46,4,7,17-FEB-17,17-FEB-17,17-FEB-17
717,46,5,6,04-JUL-17,04-JUL-17,04-JUL-17
718,46,6,6,09-JUL-17,09-JUL-17,09-JUL-17
719,46,7,9,12-JUL-17,12-JUL-17,12-JUL-17
720,46,8,9,30-JUN-17,30-JUN-17,30-JUN-17
721,46,9,7,20-FEB-18,20-FEB-18,20-FEB-18
722,46,10,7,14-FEB-18,14-FEB-18,14-FEB-18
723,46,11,7,16-FEB-18,16-FEB-18,16-FEB-18
724,46,12,7,11-FEB-18,11-FEB-18,11-FEB-18
725,46,13,6,01-JUL-18,01-JUL-18,01-JUL-18
726,46,14,9,12-JUL-18,12-JUL-18,12-JUL-18
727,46,15,4,30-JUN-18,30-JUN-18,30-JUN-18
728,46,16,5,08-JUL-18,08-JUL-18,08-JUL-18
729,46,17,8,21-FEB-19,21-FEB-19,21-FEB-19
730,46,18,9,20-FEB-19,20-FEB-19,20-FEB-19
731,46,19,5,18-FEB-19,18-FEB-19,18-FEB-19
732,46,20,9,18-FEB-19,18-FEB-19,18-FEB-19
733,46,21,4,10-JUL-19,10-JUL-19,10-JUL-19
734,46,22,5,09-JUL-19,09-JUL-19,09-JUL-19
735,46,23,7,10-JUL-19,10-JUL-19,10-JUL-19
736,46,24,7,06-JUL-19,06-JUL-19,06-JUL-19
737,47,1,5,23-FEB-19,23-FEB-19,23-FEB-19
738,47,2,8,15-FEB-19,15-FEB-19,15-FEB-19
739,47,3,5,21-FEB-19,21-FEB-19,21-FEB-19
740,47,4,5,13-FEB-19,13-FEB-19,13-FEB-19
741,47,5,8,05-JUL-19,05-JUL-19,05-JUL-19
742,47,6,9,06-JUL-19,06-JUL-19,06-JUL-19
743,47,7,5,09-JUL-19,09-JUL-19,09-JUL-19
744,47,8,4,11-JUL-19,11-JUL-19,11-JUL-19
745,48,1,7,11-FEB-18,11-FEB-18,11-FEB-18
746,48,2,7,13-FEB-18,13-FEB-18,13-FEB-18
747,48,3,8,13-FEB-18,13-FEB-18,13-FEB-18
748,48,4,7,21-FEB-18,21-FEB-18,21-FEB-18
749,48,5,4,08-JUL-18,08-JUL-18,08-JUL-18
750,48,6,5,12-JUL-18,12-JUL-18,12-JUL-18
751,48,7,7,02-JUL-18,02-JUL-18,02-JUL-18
752,48,8,4,30-JUN-18,30-JUN-18,30-JUN-18
753,48,9,6,20-FEB-19,20-FEB-19,20-FEB-19
754,48,10,10,18-FEB-19,18-FEB-19,18-FEB-19
755,48,11,10,14-FEB-19,14-FEB-19,14-FEB-19
756,48,12,5,16-FEB-19,16-FEB-19,16-FEB-19
757,48,13,5,03-JUL-19,03-JUL-19,03-JUL-19
758,48,14,6,08-JUL-19,08-JUL-19,08-JUL-19
759,48,15,6,06-JUL-19,06-JUL-19,06-JUL-19
760,48,16,10,30-JUN-19,30-JUN-19,30-JUN-19
761,49,1,10,16-FEB-19,16-FEB-19,16-FEB-19
762,49,2,10,20-FEB-19,20-FEB-19,20-FEB-19
763,49,3,5,13-FEB-19,13-FEB-19,13-FEB-19
764,49,4,7,10-FEB-19,10-FEB-19,10-FEB-19
765,49,5,5,04-JUL-19,04-JUL-19,04-JUL-19
766,49,6,10,11-JUL-19,11-JUL-19,11-JUL-19
767,49,7,6,10-JUL-19,10-JUL-19,10-JUL-19
768,49,8,4,04-JUL-19,04-JUL-19,04-JUL-19
769,50,1,4,22-FEB-19,22-FEB-19,22-FEB-19
770,50,2,10,19-FEB-19,19-FEB-19,19-FEB-19
771,50,3,5,10-FEB-19,10-FEB-19,10-FEB-19
772,50,4,6,14-FEB-19,14-FEB-19,14-FEB-19
773,50,5,10,09-JUL-19,09-JUL-19,09-JUL-19
774,50,6,8,11-JUL-19,11-JUL-19,11-JUL-19
775,50,7,10,01-JUL-19,01-JUL-19,01-JUL-19
776,50,8,4,06-JUL-19,06-JUL-19,06-JUL-19
777,51,1,7,23-FEB-17,23-FEB-17,23-FEB-17
778,51,2,6,12-FEB-17,12-FEB-17,12-FEB-17
779,51,3,4,21-FEB-17,21-FEB-17,21-FEB-17
780,51,4,4,19-FEB-17,19-FEB-17,19-FEB-17
781,51,5,6,07-JUL-17,07-JUL-17,07-JUL-17
782,51,6,4,12-JUL-17,12-JUL-17,12-JUL-17
783,51,7,8,02-JUL-17,02-JUL-17,02-JUL-17
784,51,8,5,04-JUL-17,04-JUL-17,04-JUL-17
785,51,9,5,13-FEB-18,13-FEB-18,13-FEB-18
786,51,10,6,13-FEB-18,13-FEB-18,13-FEB-18
787,51,11,6,19-FEB-18,19-FEB-18,19-FEB-18
788,51,12,5,14-FEB-18,14-FEB-18,14-FEB-18
789,51,13,7,11-JUL-18,11-JUL-18,11-JUL-18
790,51,14,6,08-JUL-18,08-JUL-18,08-JUL-18
791,51,15,7,02-JUL-18,02-JUL-18,02-JUL-18
792,51,16,5,08-JUL-18,08-JUL-18,08-JUL-18
793,51,17,9,22-FEB-19,22-FEB-19,22-FEB-19
794,51,18,7,16-FEB-19,16-FEB-19,16-FEB-19
795,51,19,9,15-FEB-19,15-FEB-19,15-FEB-19
796,51,20,6,12-FEB-19,12-FEB-19,12-FEB-19
797,51,21,7,05-JUL-19,05-JUL-19,05-JUL-19
798,51,22,5,30-JUN-19,30-JUN-19,30-JUN-19
799,51,23,7,30-JUN-19,30-JUN-19,30-JUN-19
800,51,24,9,08-JUL-19,08-JUL-19,08-JUL-19
801,52,1,4,12-FEB-18,12-FEB-18,12-FEB-18
802,52,2,9,11-FEB-18,11-FEB-18,11-FEB-18
803,52,3,9,13-FEB-18,13-FEB-18,13-FEB-18
804,52,4,9,13-FEB-18,13-FEB-18,13-FEB-18
805,52,5,9,02-JUL-18,02-JUL-18,02-JUL-18
806,52,6,4,11-JUL-18,11-JUL-18,11-JUL-18
807,52,7,5,08-JUL-18,08-JUL-18,08-JUL-18
808,52,8,6,03-JUL-18,03-JUL-18,03-JUL-18
809,52,9,6,14-FEB-19,14-FEB-19,14-FEB-19
810,52,10,8,18-FEB-19,18-FEB-19,18-FEB-19
811,52,11,7,20-FEB-19,20-FEB-19,20-FEB-19
812,52,12,8,19-FEB-19,19-FEB-19,19-FEB-19
813,52,13,5,11-JUL-19,11-JUL-19,11-JUL-19
814,52,14,9,08-JUL-19,08-JUL-19,08-JUL-19
815,52,15,10,30-JUN-19,30-JUN-19,30-JUN-19
816,52,16,10,01-JUL-19,01-JUL-19,01-JUL-19
817,53,1,9,19-FEB-19,19-FEB-19,19-FEB-19
818,53,2,7,12-FEB-19,12-FEB-19,12-FEB-19
819,53,3,10,13-FEB-19,13-FEB-19,13-FEB-19
820,53,4,4,23-FEB-19,23-FEB-19,23-FEB-19
821,53,5,6,10-JUL-19,10-JUL-19,10-JUL-19
822,53,6,4,08-JUL-19,08-JUL-19,08-JUL-19
823,53,7,6,03-JUL-19,03-JUL-19,03-JUL-19
824,53,8,9,12-JUL-19,12-JUL-19,12-JUL-19
825,54,1,7,22-FEB-17,22-FEB-17,22-FEB-17
826,54,2,8,20-FEB-17,20-FEB-17,20-FEB-17
827,54,3,5,11-FEB-17,11-FEB-17,11-FEB-17
828,54,4,9,18-FEB-17,18-FEB-17,18-FEB-17
829,54,5,8,05-JUL-17,05-JUL-17,05-JUL-17
830,54,6,5,06-JUL-17,06-JUL-17,06-JUL-17
831,54,7,6,09-JUL-17,09-JUL-17,09-JUL-17
832,54,8,9,09-JUL-17,09-JUL-17,09-JUL-17
833,54,9,4,17-FEB-18,17-FEB-18,17-FEB-18
834,54,10,9,16-FEB-18,16-FEB-18,16-FEB-18
835,54,11,5,11-FEB-18,11-FEB-18,11-FEB-18
836,54,12,4,16-FEB-18,16-FEB-18,16-FEB-18
837,54,13,5,08-JUL-18,08-JUL-18,08-JUL-18
838,54,14,9,08-JUL-18,08-JUL-18,08-JUL-18
839,54,15,7,12-JUL-18,12-JUL-18,12-JUL-18
840,54,16,8,05-JUL-18,05-JUL-18,05-JUL-18
841,54,17,6,22-FEB-19,22-FEB-19,22-FEB-19
842,54,18,4,17-FEB-19,17-FEB-19,17-FEB-19
843,54,19,8,12-FEB-19,12-FEB-19,12-FEB-19
844,54,20,4,23-FEB-19,23-FEB-19,23-FEB-19
845,54,21,7,06-JUL-19,06-JUL-19,06-JUL-19
846,54,22,9,10-JUL-19,10-JUL-19,10-JUL-19
847,54,23,8,02-JUL-19,02-JUL-19,02-JUL-19
848,54,24,5,13-JUL-19,13-JUL-19,13-JUL-19
849,55,1,4,14-FEB-18,14-FEB-18,14-FEB-18
850,55,2,6,22-FEB-18,22-FEB-18,22-FEB-18
851,55,3,6,19-FEB-18,19-FEB-18,19-FEB-18
852,55,4,7,21-FEB-18,21-FEB-18,21-FEB-18
853,55,5,6,11-JUL-18,11-JUL-18,11-JUL-18
854,55,6,10,10-JUL-18,10-JUL-18,10-JUL-18
855,55,7,10,10-JUL-18,10-JUL-18,10-JUL-18
856,55,8,5,09-JUL-18,09-JUL-18,09-JUL-18
857,55,9,4,11-FEB-19,11-FEB-19,11-FEB-19
858,55,10,9,15-FEB-19,15-FEB-19,15-FEB-19
859,55,11,8,10-FEB-19,10-FEB-19,10-FEB-19
860,55,12,10,23-FEB-19,23-FEB-19,23-FEB-19
861,55,13,5,09-JUL-19,09-JUL-19,09-JUL-19
862,55,14,6,10-JUL-19,10-JUL-19,10-JUL-19
863,55,15,7,13-JUL-19,13-JUL-19,13-JUL-19
520,33,16,9,08-JUL-18,08-JUL-18,08-JUL-18
521,33,17,4,10-FEB-19,10-FEB-19,10-FEB-19
522,33,18,9,20-FEB-19,20-FEB-19,20-FEB-19
523,33,19,4,17-FEB-19,17-FEB-19,17-FEB-19
524,33,20,4,18-FEB-19,18-FEB-19,18-FEB-19
525,33,21,4,06-JUL-19,06-JUL-19,06-JUL-19
526,33,22,5,01-JUL-19,01-JUL-19,01-JUL-19
527,33,23,6,05-JUL-19,05-JUL-19,05-JUL-19
528,33,24,6,04-JUL-19,04-JUL-19,04-JUL-19
529,34,1,5,13-FEB-17,13-FEB-17,13-FEB-17
530,34,2,9,11-FEB-17,11-FEB-17,11-FEB-17
531,34,3,6,11-FEB-17,11-FEB-17,11-FEB-17
532,34,4,9,16-FEB-17,16-FEB-17,16-FEB-17
533,34,5,9,10-JUL-17,10-JUL-17,10-JUL-17
534,34,6,5,02-JUL-17,02-JUL-17,02-JUL-17
535,34,7,4,01-JUL-17,01-JUL-17,01-JUL-17
536,34,8,4,07-JUL-17,07-JUL-17,07-JUL-17
537,34,9,8,21-FEB-18,21-FEB-18,21-FEB-18
538,34,10,5,17-FEB-18,17-FEB-18,17-FEB-18
539,34,11,9,22-FEB-18,22-FEB-18,22-FEB-18
540,34,12,6,12-FEB-18,12-FEB-18,12-FEB-18
541,34,13,8,03-JUL-18,03-JUL-18,03-JUL-18
542,34,14,6,03-JUL-18,03-JUL-18,03-JUL-18
543,34,15,8,04-JUL-18,04-JUL-18,04-JUL-18
544,34,16,4,02-JUL-18,02-JUL-18,02-JUL-18
545,34,17,7,18-FEB-19,18-FEB-19,18-FEB-19
546,34,18,5,22-FEB-19,22-FEB-19,22-FEB-19
547,34,19,4,17-FEB-19,17-FEB-19,17-FEB-19
548,34,20,8,22-FEB-19,22-FEB-19,22-FEB-19
549,34,21,9,01-JUL-19,01-JUL-19,01-JUL-19
550,34,22,7,01-JUL-19,01-JUL-19,01-JUL-19
551,34,23,4,01-JUL-19,01-JUL-19,01-JUL-19
552,34,24,5,02-JUL-19,02-JUL-19,02-JUL-19
553,35,1,8,21-FEB-19,21-FEB-19,21-FEB-19
554,35,2,6,16-FEB-19,16-FEB-19,16-FEB-19
555,35,3,7,15-FEB-19,15-FEB-19,15-FEB-19
556,35,4,7,21-FEB-19,21-FEB-19,21-FEB-19
557,35,5,6,13-JUL-19,13-JUL-19,13-JUL-19
558,35,6,7,05-JUL-19,05-JUL-19,05-JUL-19
559,35,7,8,02-JUL-19,02-JUL-19,02-JUL-19
560,35,8,6,30-JUN-19,30-JUN-19,30-JUN-19
561,36,1,4,16-FEB-19,16-FEB-19,16-FEB-19
562,36,2,8,15-FEB-19,15-FEB-19,15-FEB-19
563,36,3,7,11-FEB-19,11-FEB-19,11-FEB-19
564,36,4,10,22-FEB-19,22-FEB-19,22-FEB-19
565,36,5,8,09-JUL-19,09-JUL-19,09-JUL-19
566,36,6,4,11-JUL-19,11-JUL-19,11-JUL-19
567,36,7,6,01-JUL-19,01-JUL-19,01-JUL-19
568,36,8,4,08-JUL-19,08-JUL-19,08-JUL-19
569,37,1,8,15-FEB-17,15-FEB-17,15-FEB-17
570,37,2,8,20-FEB-17,20-FEB-17,20-FEB-17
571,37,3,4,14-FEB-17,14-FEB-17,14-FEB-17
572,37,4,7,19-FEB-17,19-FEB-17,19-FEB-17
573,37,5,5,12-JUL-17,12-JUL-17,12-JUL-17
574,37,6,8,08-JUL-17,08-JUL-17,08-JUL-17
575,37,7,9,09-JUL-17,09-JUL-17,09-JUL-17
576,37,8,7,01-JUL-17,01-JUL-17,01-JUL-17
577,37,9,6,23-FEB-18,23-FEB-18,23-FEB-18
578,37,10,5,13-FEB-18,13-FEB-18,13-FEB-18
579,37,11,4,18-FEB-18,18-FEB-18,18-FEB-18
580,37,12,6,12-FEB-18,12-FEB-18,12-FEB-18
581,37,13,5,03-JUL-18,03-JUL-18,03-JUL-18
582,37,14,6,04-JUL-18,04-JUL-18,04-JUL-18
583,37,15,6,12-JUL-18,12-JUL-18,12-JUL-18
584,37,16,6,08-JUL-18,08-JUL-18,08-JUL-18
585,37,17,4,11-FEB-19,11-FEB-19,11-FEB-19
586,37,18,7,12-FEB-19,12-FEB-19,12-FEB-19
587,37,19,8,19-FEB-19,19-FEB-19,19-FEB-19
588,37,20,6,23-FEB-19,23-FEB-19,23-FEB-19
589,37,21,4,03-JUL-19,03-JUL-19,03-JUL-19
590,37,22,8,05-JUL-19,05-JUL-19,05-JUL-19
591,37,23,9,05-JUL-19,05-JUL-19,05-JUL-19
592,37,24,7,07-JUL-19,07-JUL-19,07-JUL-19
593,38,1,4,11-FEB-18,11-FEB-18,11-FEB-18
594,38,2,8,13-FEB-18,13-FEB-18,13-FEB-18
595,38,3,9,15-FEB-18,15-FEB-18,15-FEB-18
596,38,4,8,17-FEB-18,17-FEB-18,17-FEB-18
597,38,5,4,13-JUL-18,13-JUL-18,13-JUL-18
598,38,6,5,01-JUL-18,01-JUL-18,01-JUL-18
599,38,7,5,06-JUL-18,06-JUL-18,06-JUL-18
600,38,8,10,13-JUL-18,13-JUL-18,13-JUL-18
601,38,9,9,15-FEB-19,15-FEB-19,15-FEB-19
602,38,10,6,13-FEB-19,13-FEB-19,13-FEB-19
603,38,11,4,19-FEB-19,19-FEB-19,19-FEB-19
604,38,12,5,23-FEB-19,23-FEB-19,23-FEB-19
605,38,13,8,07-JUL-19,07-JUL-19,07-JUL-19
606,38,14,10,30-JUN-19,30-JUN-19,30-JUN-19
607,38,15,9,30-JUN-19,30-JUN-19,30-JUN-19
608,38,16,6,30-JUN-19,30-JUN-19,30-JUN-19
609,39,1,7,15-FEB-18,15-FEB-18,15-FEB-18
610,39,2,5,11-FEB-18,11-FEB-18,11-FEB-18
611,39,3,4,14-FEB-18,14-FEB-18,14-FEB-18
612,39,4,4,23-FEB-18,23-FEB-18,23-FEB-18
